213,taikyokudenato
214,railway-museum
215,kyotoajiwaikan
216,shimogamojinja
217,konkaikyomyoji
218,hoon-ji-temple
219,kamigamo-jinja
220,enko-ji-temple
221,hozugawakudari
222,kyoto-aquarium
223,shugakuinrikyu
224,shogoin-temple
225,sekizan-zen-in
226,miyakehachiman
227,kuramayamadera
228,sanjusangendo
229,gokomiyajinja
230,tsugaokosanji
231,ishiyama-dera
232,fujimorijinja
233,fukuoji-jinja
234,railwaymuseum
235,yoshida-jinja
236,yoshiminedera
237,nishikimarket
238,fukuoji-jinja
239,sumiya-museum
240,fushimi-inari
241,imamiya-jinja
242,kiyomizu-dera
243,katadaukimido
244,umemiyataisha
245,hino-hokai-ji
246,nishikiichiba
247,suzumushidera
248,matsuo-taisha
249,maruyama-park
250,oharasanzenin
251,kamigamojinja
252,hiyoshitaisha
253,hino-tanjo-in
254,kumano-jinja
255,yasaka-jinja
256,awata-shrine
257,yoshidajinja
258,matsuotaisha
259,manga-museum
260,sumiyamuseum
261,saganotrokko
262,kiyomizudera
263,ishiyamadera
264,seimei-jinja
265,fukuojijinja
266,suzakumonato
267,kifune-jinja
268,matsuotaisha
269,imamiyajinja
270,umekoji-park
271,hirano-jinja
272,sekizansenin
273,fushimiinari
274,ebisu-shrine
275,katsurarikyu
276,fukuojijinja
277,jurakudaiato
278,jinushijinja
279,maruyamakoen
280,matsuotaisha
281,kumanojinja
282,jishu-jinja
283,heian-jingu
284,bishamon-do
285,kifunejinja
286,mimuroto-ji
287,kifunejinja
288,kurama-dera
289,nenbutsu-ji
290,nijo-castle
291,oishi-jinja
292,heian-jingu
293,seimeijinja
294,mangamuseum
295,hiranojinja
296,hinohokaiji
297,hinotanjoin
298,yasakajinja
299,toshodai-ji
300,otokunitera
301,kyoto-gyoen
302,ginkaku-ji
303,myoshin-ji
304,rajomonato
305,jojakko-ji
306,oishijinja
307,bishamondo
308,sentogosho
309,daitoku-ji
310,shokoku-ji
311,awatajinja
312,heianjingu
313,hyotantera
314,arashiyama
315,jojakukoji
316,manpuku-ji
317,mimurotoji
318,heianjingu
319,hokongo-in
320,hyotan-jie
321,nembutsuji
322,nenbutsuji
323,toshodaiji
324,ajiwai-kan
325,kyotogyoen
326,chishakuin
327,enryaku-ji
328,ebisujinja
329,kyotogosho
330,daikaku-ji
331,kinkaku-ji
332,daisen-in
333,ruriko-in
334,tenryu-ji
335,daitokuji
336,daitokuji
337,sennyu-ji
338,zenrin-ji
339,tofuku-ji
340,keikyu-in
341,kinkakuji
342,enryakuji
343,zuishinin
344,seiryo-ji
345,ginkakuji
346,koetsu-ji
347,hokongoin
348,kennin-ji
349,rokkakudo
350,nanzen-ji
351,manpukuji
352,shokokuji
353,mibu-dera
354,shoren-in
355,myoshinji
356,shokokuji
357,rokkakudo
358,manshu-in
359,daikakuji
360,ryotokuji
361,ota-jinja
362,daisen-ji
363,myoshinji
364,shinnyodo
365,daisenji
366,hokai-ji
367,ryoan-ji
368,mii-dera
369,koryu-ji
370,keikyuin
371,nison-in
372,seiryoji
373,taishido
374,jingo-ji
375,tenryuji
376,nanzenji
377,saiho-ji
378,shoji-ji
379,kinzo-ji
380,hozugawa
381,sennyuji
382,taizo-in
383,kodai-ji
384,zenrinji
385,chion-in
386,honen-in
387,nanzenji
388,ninna-ji
389,jonan-gu
390,shorenin
391,horin-ji
392,tofukuji
393,pontocho
394,komyo-ji
395,kenninji
396,shisendo
397,mibudera
398,kenninji
399,manshuin
400,sanzenin
401,daisenin
402,jisso-in
403,rurikoin
404,hokyo-ji
405,otajinja
406,koetsuji
407,shoseien
408,josho-ji
409,rozan-ji
410,genko-ji
411,honno-ji
412,honenin
413,joshoji
414,genkoan
415,honnoji
416,hoon-ji
417,koyasan
418,hokaiji
419,shogoin
420,toji-in
421,hoko-ji
422,jissoin
423,ryoanji
424,enko-ji
425,kodaiji
426,komyoji
427,eikando
428,horinji
429,chionin
430,jonangu
431,ninnaji
432,komeiji
433,eikando
434,kodaiji
435,taizoin
436,ryuanji
437,konzoji
438,niijojo
439,shojiji
440,daigoji
441,saihoji
442,rozanji
443,kegonji
444,horinji
445,jingoji
446,koryuji
447,genkoji
448,nisonin
449,gion-ji
450,koryuji
451,miidera
452,tashido
453,uzumasa
454,kodaiji
455,kenniji
456,byodoin
457,byodoin
458,hokyoji
459,nijojo
460,hoonji
461,hokoji
462,tionin
463,inkuji
464,sagano
465,tojiin
466,kajuji
467,enkoji
468,gionji
469,to-ji
470,toji
471,gion
472,usj
