1,kansai-airport-limousine-bus
2,kanku-limousine-bus
3,highway-bus-stop
4,subway-station
5,metro-station
6,renta-a-car
7,highway-bus
8,shuttle-bus
9,taxi-stand
10,bus-stop
11,city-bus
12,subway
13,metro
14,taxi
15,tube
16,bus
