1,hotelkintetsukyotostation
2,kyoto-century-hotel
3,hotel-granvia-kyoto
4,hotel-mystays-kyoto
5,hotel-keihan-kyoto
6,kyoto-tower-hotel
7,hotelgranviakyoto
8,hotelmystayskyoto
9,kyotocenturyhotel
10,hotelkeihankyoto
11,shinmiyakohotel
12,kyototowerhotel
13,hotelkintetsu
14,hotel-mystays
15,granvia-kyoto
16,hankyu-hotel
17,hotelmystays
18,granviakyoto
19,granviakyoto
20,granviakyoto
21,hankyuhotel
22,granvia
23,granvia
